"Name","NA_Sales","Year","Genre"
"super robot spirits","0","1998","Fighting"
"super robot taisen 64","0","1999","Strategy"
"super robot taisen a","0","2001","Strategy"
"super robot taisen a portable","0","2008","Strategy"
"super robot taisen compact 2 dai-1-bu","0","2000","Strategy"
"super robot taisen complete box","0","1999","Strategy"
"super robot taisen d","0","2003","Strategy"
"super robot taisen ex","0","1994","Strategy"
"super robot taisen f","0","1997","Strategy"
"super robot taisen f kanketsuhen","0","1998","Strategy"
"super robot taisen impact","0","2002","Strategy"
"super robot taisen j","0","2005","Strategy"
"super robot taisen k","0","2009","Strategy"
"super robot taisen l","0","2010","Strategy"
"super robot taisen mx","0","2004","Strategy"
"super robot taisen mx portable","0","2005","Strategy"
"super robot taisen neo","0","2009","Strategy"
"super robot taisen og infinite battle","0","2013","Fighting"
"super robot taisen og saga: endless frontier","0.08","2008","Role-Playing"
"super robot taisen og saga: endless frontier (jp sales)","0","2008","Role-Playing"
"super robot taisen og saga: masou kishin iii - pride of justice","0","2013","Strategy"
"super robot taisen og: original generations","0","2007","Strategy"
"super robot taisen og: original generations gaiden","0","2007","Strategy"
"super robot taisen r","0","2002","Strategy"
"super robot taisen ux","0","2013","Role-Playing"
"super robot taisen w","0","2007","Strategy"
"super robot taisen xo","0","2006","Strategy"
"super robot taisen z","0","2008","Strategy"
"super robot taisen z special disc","0","2009","Misc"
"super robot taisen α","0","2000","Strategy"
"super robot taisen α gaiden","0","2001","Strategy"
"super robot taisen: original generation","0.01","2002","Role-Playing"
"super robot taisen: scramble commander","0","2003","Strategy"
"super robot taisen: scramble commander the 2nd","0","2007","Strategy"
"super robot wars bx","0","2015","Action"
"super robot wars og saga masou kishin f: coffin of the end","0","2014","Strategy"
"super robot wars og saga: masou kishin - the lord of elemental","0","2010","Strategy"
"super robot wars og: the moon dwellers","0","2016","Misc"
"super run for money tousouchuu atsumare! saikyou no tousou monotachi","0","2015","Action"
"super scope 6","1.06","1991","Shooter"
"super scribblenauts","1.08","2010","Puzzle"
"super sentai battle: ranger cross","0","2011","Action"
"super smash bros.","2.95","1999","Fighting"
"super smash bros. brawl","6.75","2008","Fighting"
"super smash bros. for wii u and 3ds","3.24","2014","Fighting"
"super smash bros. melee","4.41","2001","Fighting"
"super soccer","0","1991","Sports"
"super speed machines","0.02","2009","Racing"
"super street fighter ii","0.52","1993","Fighting"
"super street fighter ii: turbo revival","0.18","2001","Fighting"
"super street fighter iv: 3d edition","0.55","2011","Fighting"
"super swing golf","0.14","2006","Sports"
"super swing golf season 2","0.08","2007","Sports"
"super trucks racing","0.35","2002","Racing"
"super wagyan land","0","1991","Action"
"superbike 2000","0.15","1999","Racing"
"supercar challenge","0","2009","Racing"
"supercar street challenge","0.55","2001","Racing"
"supercross 2000","0.23","1999","Racing"
"superman returns","0.23","2006","Action"
"superman: countdown to apokolips","0.03","2003","Platform"
"superman: shadow of apokolips","0.21","2002","Action"
"superman: the man of steel","0.1","2002","Action"
"superman: the new superman adventures","0.33","1999","Action"
"supermodel makeover by lauren luke","0","2009","Simulation"
"superstars v8 racing","0","2009","Racing"
"supremacy mma","0.06","2011","Fighting"
"supreme commander","0.07","2008","Strategy"
"supreme commander 2","0.23","2010","Strategy"
"supreme commander: forged alliance","0.01","2007","Strategy"
"supreme ruler: cold war","0","2011","Strategy"
"surf riders","0.07","1999","Sports"
"surf's up","0.14","2007","Sports"
"surfing h3o","0.12","2000","Sports"
"survivor","0.01","2010","Adventure"
"sushi academy","0.08","2009","Action"
"sushi go-round","0.05","2010","Simulation"
"suujin taisen","0","2007","Strategy"
"suzuki super-bikes ii: riding challenge","0.05","2008","Racing"
"suzuki tt superbikes","0.33","2005","Racing"
"suzumiya haruhi no chokuretsu","0","2009","Adventure"
"suzumiya haruhi no gekidou","0","2009","Adventure"
"suzumiya haruhi no heiretsu","0","2009","Adventure"
"suzumiya haruhi no tomadoi","0","2008","Adventure"
"suzumiya haruhi no tsuisou","0","2011","Adventure"
"suzumiya haruhi no yakusoku","0","2007","Adventure"
"suzumiya haruhi-chan no mahjong","0","2011","Misc"
"suzunone seven: rebirth knot","0","2010","Adventure"
"swat 4","0","2005","Shooter"
"swat: global strike team","0.16","2003","Shooter"
"swat: target liberty","0.03","2007","Shooter"
"sweet honey coming","0","2009","Adventure"
"swing away golf","0.17","2000","Sports"
"swingerz golf","0.06","2002","Sports"
"sword & sorcery","0","1996","Role-Playing"
"sword art online: game director's edition","0","2015","Role-Playing"
"sword art online: hollow fragment","0","2014","Role-Playing"
"sword art online: infinity moment","0","2013","Role-Playing"
"sword art online: lost song","0.08","2015","Role-Playing"
"sword of mana","0.31","2003","Role-Playing"
"sx superstar","0.03","2003","Racing"
"syberia","0.1","2008","Action"
"syberia ii","0.02","2004","Adventure"
"sydney 2000","0.15","2000","Sports"
"syndicate","0.1","2012","Shooter"
"syndicate wars","0.02","1997","Strategy"
"syphon filter","2.03","1999","Shooter"
"syphon filter 2","1.5","2000","Shooter"
"syphon filter 3","0.29","2001","Shooter"
"syphon filter: dark mirror","0.26","2006","Shooter"
"syphon filter: logan's shadow","0.25","2007","Shooter"
"syphon filter: the omega strain","0.37","2004","Shooter"
"system 3 presents ferrari challenge trofeo pirelli","0.07","2008","Racing"
"system flaw","0.09","2009","Shooter"
"t.a.c. heroes : big red one","0.02","2010","Strategy"
"t.r.a.g. - tactical rescue assault group: mission of mercy","0.08","1998","Adventure"
"t'ai fu: wrath of the tiger","0.08","1998","Action"
"tabi no yubisashi kaiwachou ds: ds series 1 thai","0","2006","Misc"
"tabi no yubisashi kaiwachou ds: ds series 2 chuugoku","0","2006","Misc"
"tabi no yubisashi kaiwachou ds: ds series 3 kankoku","0","2006","Misc"
"tabi no yubisashi kaiwachou ds: ds series 4 america","0","2006","Misc"
"tabi no yubisashi kaiwachou ds: ds series 5 deutsch","0","2006","Misc"
"tactics layer: ritina guard senki","0","2009","Strategy"
"tactics ogre: let us cling together","0","1995","Role-Playing"
"tactics ogre: the knight of lodis","0.13","2001","Role-Playing"
"tag team match m.u.s.c.l.e.","0","1985","Fighting"
"tago akira no atama no taisou dai-1-shuu: nazotoki sekai isshuu ryokou","0","2009","Adventure"
"tago akira no atama no taisou dai-2-shuu: ginga oudan nazotoki adventure","0","2009","Adventure"
"taiho shichauzo!","0","2001","Adventure"
"taiko drum master","0.1","2004","Misc"
"taiko drum master: don and katsu's space-time great adventure","0","2014","Action"
"taiko drum master: tokumori!","0","2014","Misc"
"taiko no tatsujin ds: dororon! youkai daikessen!!","0","2010","Misc"
"taiko no tatsujin ds: touch de dokodon!","0","2007","Misc"
"taiko no tatsujin portable 2","0","2006","Misc"
"taiko no tatsujin portable dx","0","2011","Misc"
"taiko no tatsujin wii","0","2008","Misc"
"taiko no tatsujin wii: dodon to 2 yome!","0","2009","Misc"
"taiko no tatsujin wii: ketteiban","0","2011","Misc"
"taiko no tatsujin wii: minna de party * 3-yome!","0","2010","Misc"
"taiko no tatsujin: appare sandaime","0","2003","Misc"
"taiko no tatsujin: atsumete tomodachi daisakusen!","0","2015","Misc"
"taiko no tatsujin: chibi dragon to fushigi na orb","0","2012","Misc"
"taiko no tatsujin: doki! shinkyoku darake no haru matsuri","0","2003","Misc"
"taiko no tatsujin: don don! mystery adventure","0","2016","Action"
"taiko no tatsujin: go! go! godaime","0","2004","Misc"
"taiko no tatsujin: tatakon de dodon ga don","0","2002","Misc"
"taiko no tatsujin: v version","0","2015","Action"
"taiko no tatsujin: waku waku anime matsuri","0","2003","Misc"
"taiko no tatsujin: wii u version!","0","2013","Misc"
"taikou risshiden v","0","2009","Strategy"
"tail concerto","0.02","1998","Adventure"
"tail of the sun","0.01","1996","Role-Playing"
"taishou moebius line vitable","0","2016","Adventure"
"taito legends","0.06","2005","Misc"
"taito legends 2","0.01","2006","Misc"
"taito legends power up","0.05","2007","Action"
"tak 2: the staff of dreams","0.3","2004","Platform"
"tak and the guardians of gross","0.14","2008","Action"
"tak and the power of juju","0.56","2003","Platform"
"tak: mojo mistake","0.16","2008","Action"
"tak: the great juju challenge","0.12","2005","Platform"
"take a break's: puzzle master","0","2009","Puzzle"
"take on helicopters","0","2011","Simulation"
"tale of a hero","0","2010","Adventure"
"tales of berseria","0","2016","Role-Playing"
"tales of destiny","0.09","1997","Role-Playing"
"tales of destiny 2","0","2002","Role-Playing"
"tales of destiny ii","0.06","2000","Role-Playing"
"tales of eternia","0","2005","Role-Playing"
"tales of fandom vol.2","0","2007","Role-Playing"
"tales of graces","0","2009","Role-Playing"
"tales of graces f","0.28","2010","Role-Playing"
"tales of hearts","0.15","2013","Role-Playing"
"tales of innocence","0","2007","Role-Playing"
"tales of innocence r","0","2012","Role-Playing"
"tales of legendia","0.07","2005","Role-Playing"
"tales of phantasia","0","1998","Role-Playing"
"tales of phantasia (ps1 & psp versions)","0","2006","Role-Playing"
"tales of phantasia: narikiri dungeon x","0","2010","Role-Playing"
"tales of rebirth","0","2004","Role-Playing"
"tales of symphonia","0.54","2003","Role-Playing"
"tales of symphonia: dawn of the new world","0.22","2008","Role-Playing"
"tales of the abyss","0.42","2011","Role-Playing"
"tales of the heroes: twin brave","0","2012","Role-Playing"
"tales of the tempest","0","2006","Role-Playing"
"tales of the world: narikiri dungeon 2","0","2002","Role-Playing"
"tales of the world: radiant mythology","0.17","2006","Role-Playing"
"tales of the world: radiant mythology 2","0","2009","Role-Playing"
"tales of the world: radiant mythology 3","0","2011","Role-Playing"
"tales of the world: reve unitia","0","2014","Role-Playing"
"tales of vesperia","0.32","2008","Role-Playing"
"tales of vs.","0","2009","Fighting"
"tales of xillia","0.29","2011","Role-Playing"
"tales of xillia 2","0.2","2012","Role-Playing"
"tales of zestiria","0.05","2015","Role-Playing"
"talkman","0","2006","Misc"
"talkman (japan)","0","2005","Misc"
"tamagotchi","0","1996","Simulation"
"tamagotchi collection","0","2011","Misc"
"tamagotchi connection: corner shop","0.1","2005","Simulation"
"tamagotchi connection: corner shop 2","0.09","2006","Simulation"
"tamagotchi connection: corner shop 3","0.07","2007","Simulation"
"tamagotchi no appare! niji venture","0","2007","Role-Playing"
"tamagotchi no doki doki dream omisecchi","0","2013","Simulation"
"tamagotchi no kirakira omisecchi","0","2008","Misc"
"tamagotchi no narikiri challenge","0","2010","Action"
"tamagotchi no narikiri channel","0","2009","Role-Playing"
"tamagotchi no pichi pichi omisecchi","0","2010","Action"
"tamagotchi party on!","0.12","2006","Misc"
"tanjou s debut","0","1996","Simulation"
"tank beat","0.01","2006","Strategy"
"tank! tank! tank!","0.02","2012","Action"
"tantei jinguuji saburo ds: fuserareta shinjitsu","0","2009","Adventure"
"tantei jinguuji saburo ds: kienai kokoro","0","2008","Adventure"
"tantei jinguuji saburo: hai to diamond","0","2009","Adventure"
"tantei opera: milky holmes","0","2010","Adventure"
"tao adventure: curse demon","0.03","2005","Role-Playing"
"tao feng: fist of the lotus","0.21","2003","Fighting"
"target: terror","0.06","2008","Shooter"
"tatsunoko vs. capcom: cross generation of heroes","0","2008","Fighting"
"tatsunoko vs. capcom: ultimate all-stars","0.32","2010","Fighting"
"taz wanted","0.08","2002","Platform"
"team elimination games","0.08","2009","Misc"
"tear ring saga yutona eiyuu senki","0","2001","Role-Playing"
"tearaway","0.17","2013","Adventure"
"tearaway unfolded","0.09","2015","Platform"
"tears to tiara anecdotes: the secret of avalon","0","2009","Strategy"
"tears to tiara ii: heir of the overlord","0.07","2013","Role-Playing"
"tears to tiara: garland of the earth","0","2008","Strategy"
"tears to tiara: kakan no daichi portable","0","2010","Adventure"
"technic beat","0.01","2002","Misc"
"tecmo bowl: kickoff","0.11","2008","Sports"
"tecmo classic arcade","0.05","2005","Misc"
"tecmo super bowl","0.06","1996","Sports"
"tecmo's deception","0.04","1996","Role-Playing"
"teddy together","0","2016","Simulation"
"teen titans","0.25","2006","Action"
"teenage mutant ninja turtles","3.38","2003","Action"
"teenage mutant ninja turtles (3ds)","0.01","2013","Action"
"teenage mutant ninja turtles 2: battle nexus","0.22","2004","Action"
"teenage mutant ninja turtles 3: mutant nightmare","0.1","2005","Action"
"teenage mutant ninja turtles double pack","0.01","2006","Action"
"teenage mutant ninja turtles ii: back from the sewers","0","1991","Action"
"teenage mutant ninja turtles ii: the arcade game","1.74","1990","Action"
"teenage mutant ninja turtles iii: the manhattan project","1.05","1991","Action"
"teenage mutant ninja turtles: arcade attack","0.12","2009","Action"
"teenage mutant ninja turtles: danger of the ooze","0.11","2014","Adventure"
"teenage mutant ninja turtles: game boy advance video volume 1","0.12","2004","Misc"
"teenage mutant ninja turtles: mutants in manhattan","0.01","2016","Action"
"teenage mutant ninja turtles: smash-up","0.33","2009","Fighting"
"teenage mutant ninja turtles: tournament fighters","0.04","1992","Fighting"
"teenage zombies: invasion of the alien brain thingys","0.03","2008","Adventure"
"tegami bachi: kokoro tsumugu mono e","0","2010","Role-Playing"
"tekken","0.95","1995","Fighting"
"tekken 2","2.26","1996","Fighting"
"tekken 3","3.27","1998","Fighting"
"tekken 3d: prime edition","0.06","2012","Fighting"
"tekken 4","1.55","2002","Fighting"
"tekken 5","0.93","2005","Fighting"
"tekken 6","1.2","2009","Fighting"
"tekken advance","0.32","2001","Fighting"
"tekken tag tournament","1.68","2000","Fighting"
"tekken tag tournament 2","0.28","2012","Fighting"
"tempest 3x","0.04","1995","Shooter"
"ten pin alley 2","0.02","2008","Sports"
"tenchi muyou! ryoukouki gokuraku","0","1995","Adventure"
"tenchu 2: birth of the stealth assassins","0.32","2000","Action"
"tenchu san portable","0","2009","Action"
"tenchu z","0.27","2006","Action"
"tenchu: dark secret","0.03","2006","Action"
"tenchu: fatal shadows","0.09","2004","Action"
"tenchu: return from darkness","0.16","2004","Action"
"tenchu: shadow assassins","0.16","2008","Action"
"tenchu: stealth assassins","0.95","1997","Action"
"tenchu: wrath of heaven","0.44","2003","Action"
"tengai makyo: dai yon no mokushiroku","0","2006","Role-Playing"
"tengai makyou: daishi no mokushiroku - the apocalypse iv","0","1997","Role-Playing"
"tengen toppa gurren-lagann","0","2007","Action"
"tenjin ranman: happy go lucky!!","0","2010","Adventure"
"tenka-bito","0","2006","Strategy"
"tenkai knights: brave battle","0.01","2014","Action"
"tenkaichi * sengoku lovers","0","2010","Adventure"
"tennis","0.48","1984","Sports"
"tennis masters series 2003","0.03","2002","Sports"
"tennis no oji-sama gyutto! dokidoki survival - umi to yama no love passion","0","2011","Sports"
"tennis no oji-sama: 2005 crystal drive","0","2004","Sports"
"tennis no oji-sama: aim at the victory!","0","2002","Sports"
"tennis no oji-sama: card hunter","0","2007","Strategy"
"tennis no oji-sama: dokidoki survival - sanroku no mystic","0","2006","Adventure"
"tennis no oji-sama: dokidoki survival - umibe no secret","0","2007","Sports"
"tennis no oji-sama: doubles no oji-sama - boys, be glorious!","0","2009","Sports"
"tennis no oji-sama: doubles no oji-sama - girls, be gracious!","0","2009","Sports"
"tennis no oji-sama: driving smash! side king","0","2008","Sports"
"tennis no oji-sama: genius boys academy","0","2002","Sports"
"tennis no oji-sama: motto gakuensai no ouji-sama - more sweet edition","0","2010","Sports"
"tenshou gakuen gekkouroku","0","2006","Adventure"
"terminator 3: rise of the machines","0.28","2003","Action"
"terminator 3: the redemption","0.08","2004","Shooter"
"terminator salvation","0.13","2009","Shooter"
"terranigma","0","1995","Role-Playing"
"terraria","0","2013","Action"
"teslagrad","0","2015","Platform"
"test drive","0.95","2002","Racing"
"test drive 4","0.67","1997","Racing"
"test drive 5","1.05","1997","Racing"
"test drive 6","0.4","1999","Racing"
"test drive le mans","0.03","1999","Racing"
"test drive off-road wide open","0.15","2001","Racing"
"test drive unlimited","0.08","2007","Racing"
"test drive: eve of destruction","0.11","2004","Racing"
"test drive: ferrari legends","0.04","2012","Racing"
"test drive: off road","0.65","1997","Racing"
"tetris","23.2","1989","Puzzle"
"tetris 2","0.62","1993","Puzzle"
"tetris 2 (all region sales)","0.56","1992","Puzzle"
"tetris 2 (weekly jp sales)","0","1992","Puzzle"
"tetris 2 + bombliss","0","1991","Puzzle"
"tetris attack","0","1996","Puzzle"
"tetris axis","0.2","2011","Puzzle"
"tetris ds","0.64","2006","Puzzle"
"tetris dx","1.06","1998","Puzzle"
"tetris evolution","0.08","2007","Puzzle"
"tetris party deluxe","0.29","2010","Puzzle"
"tetris plus","2.1","1996","Puzzle"
"tetris ultimate","0","2014","Puzzle"
"tetris worlds","1.11","2002","Puzzle"
"tetris worlds (online edition)","0.15","2003","Puzzle"
"tetrisphere","0.29","1997","Puzzle"
"texas hold 'em poker","0.44","2004","Misc"
"texas hold 'em poker ds","0.03","2005","Misc"
"th!nk logic trainer","0.01","2009","Puzzle"
"that's so raven","0.54","2004","Adventure"
"that's so raven 2: supernatural style","0.37","2005","Adventure"
"that's so raven: psychic on the scene","0.23","2006","Adventure"
"the $1 pyramid","0.08","2011","Misc"
"the 3rd birthday","0.13","2010","Role-Playing"
"the 7th guest","0.01","1992","Adventure"
"the activision decathlon","0.52","1982","Sports"
"the adventures of cookie & cream","0.09","2000","Puzzle"
"the adventures of darwin","0.01","2006","Strategy"
"the adventures of jimmy neutron boy genius vs. jimmy negatron","0.19","2002","Action"
"the adventures of jimmy neutron boy genius: attack of the twonkies","0.36","2004","Action"
"the adventures of jimmy neutron boy genius: jet fusion","0.21","2003","Action"
"the adventures of lomax","0.01","1996","Platform"
"the adventures of tintin: the game","0.13","2011","Action"
"the amazing race","0.13","2010","Misc"
"the amazing spider-man (console version)","0.15","2012","Action"
"the amazing spider-man (ds & mobile versions)","0","2009","Action"
"the amazing spider-man 2 (2014)","0.03","2014","Action"
"the ant bully","0.09","2006","Platform"
"the awakened fate ultimatum","0","2014","Role-Playing"
"the bachelor: the videogame","0.1","2010","Misc"
"the backyardigans","0.24","2009","Adventure"
"the bard's tale","0.1","2004","Role-Playing"
"the battle of yuu yuu hakusho: shitou! ankoku bujutsukai! 120%","0","2007","Fighting"
"the beatles: rock band","1.19","2009","Misc"
"the bee game","0.17","2007","Adventure"
"the berenstain bears and the spooky old tree","0.03","2005","Platform"
"the bible game","0.1","2005","Misc"
"the biggest loser","0.87","2009","Sports"
"the biggest loser: challenge","0.49","2010","Sports"
"the biggest loser: ultimate workout","0.73","2010","Sports"
"the bigs","0.25","2007","Sports"
"the bigs 2","0.26","2009","Sports"
"the binding of isaac","0","2012","Action"
"the black eyed peas experience","0.39","2011","Misc"
"the bombing islands","0.08","1997","Platform"
"the book of unwritten tales","0","2009","Adventure"
"the book of unwritten tales 2","0","2015","Adventure"
"the book of unwritten tales: the critter chronicles","0","2011","Action"
"the bouncer","0.3","2000","Action"
"the bureau: xcom declassified","0.08","2013","Shooter"
"the cages: pro style batting practice","0.01","2010","Sports"
"the cat in the hat","0.27","2005","Platform"
"the chase: felix meets felicity","0.04","2009","Action"
"the cheetah girls","0.01","2006","Misc"
"the cheetah girls: passport to stardom","0.18","2008","Misc"
"the cheetah girls: pop star sensations","0.1","2007","Misc"
"the chronicles of narnia: prince caspian","0.2","2008","Action"
"the chronicles of narnia: the lion, the witch and the wardrobe","0.15","2005","Action"
"the chronicles of riddick: assault on dark athena","0.16","2009","Shooter"
"the clique: diss and make up","0.11","2009","Adventure"
"the club","0.15","2008","Shooter"
"the con","0.18","2005","Fighting"
"the conduit","0.29","2009","Shooter"
"the conveni 4","0","2006","Simulation"
"the conveni: ano machi wo dokusen seyo","0","1997","Simulation"
"the crew","0.34","2014","Racing"
"the crew: wild run","0","2015","Action"
"the croods: prehistoric party!","0.03","2013","Misc"
"the crow: city of angels","0.01","1997","Action"
"the cube","0","2012","Action"
"the cursed crusade","0.07","2011","Action"
"the da vinci code","0.07","2006","Action"
"the dark hills of cherai","0","2009","Puzzle"
"the dark spire","0.04","2008","Role-Playing"
"the darkness","0.2","2007","Shooter"
"the darkness ii","0.24","2012","Shooter"
"the destiny of zorro","0.1","2009","Action"
"the dog island","0.35","2007","Adventure"
"the dukes of hazzard: racing for home","0.99","1999","Racing"
"the dukes of hazzard: return of the general lee","0.11","2004","Racing"
"the elder scrolls iii: morrowind","2.09","2002","Role-Playing"
"the elder scrolls iv: oblivion","2.82","2006","Role-Playing"
"the elder scrolls online","0.66","2015","Role-Playing"
"the elder scrolls v: skyrim","5.03","2011","Role-Playing"
"the evil within","0.55","2014","Action"
"the eye of judgment","0.28","2007","Misc"
"the eye of judgment: legends","0","2010","Strategy"
"the fairly odd parents: breakin da rules","0.33","2003","Platform"
"the fairly odd parents: breakin' da rules","0.39","2003","Platform"
"the fairly odd parents: clash with the anti-world","0.11","2005","Adventure"
"the fairly odd parents: enter the cleft","0.14","2002","Platform"
"the fairly odd parents: game boy advance video volume 1","0.31","2004","Misc"
"the fairly odd parents: game boy advance video volume 2","0.3","2004","Misc"
"the fairly odd parents: shadow showdown","0.17","2004","Platform"
"the fairly oddparents: breakin' da rules","0.16","2003","Platform"
"the fast and the furious","0.03","2006","Racing"
"the fifth element","0.08","1998","Action"
"the fight: lights out","0.29","2010","Fighting"
"the final fantasy legend","0","1989","Role-Playing"
"the final round","0.04","1996","Sports"
"the first templar","0.06","2011","Action"
"the flintstones: bedrock bowling","0.07","2000","Sports"
"the flintstones: big trouble in bedrock","0.02","2001","Platform"
"the game of life","0.46","1998","Misc"
"the game of life / yahtzee / payday","0.13","2005","Misc"
"the getaway","1.23","2002","Action"
"the getaway: black monday","0.39","2004","Action"
"the god of war trilogy","0","2010","Action"
"the godfather","0.89","2006","Action"
"the godfather (jp sales)","0.39","2006","Action"
"the godfather (old us sales)","0.42","2006","Action"
"the godfather (us & others sales)","0.2","2006","Action"
"the godfather (us sales)","0.33","2006","Action"
"the godfather ii","0.47","2009","Action"
"the godfather: blackhand edition","0.14","2007","Adventure"
"the godfather: dons edition","0.25","2007","Action"
"the godfather: mob wars","0.09","2006","Action"
"the golden compass","0.28","2007","Action"
"the golf club","0.05","2014","Sports"
"the granstream saga","0.08","1997","Role-Playing"
"the great battle gaiden 2: matsuri da wasshoi","0","1994","Action"
"the great escape","0.1","2003","Action"
"the great mystery hidden object package 5","0","2015","Adventure"
"the grim adventures of billy & mandy","0.13","2006","Action"
"the grinch","0.29","1999","Adventure"
"the guided fate paradox","0","2013","Role-Playing"
"the gunstringer","0.26","2011","Shooter"
"the guy game","0.07","2004","Misc"
"the hardy boys: the hidden theft","0.07","2009","Adventure"
"the hardy boys: treasure on the tracks","0.11","2009","Adventure"
"the haunted: hell's reach","0.02","2011","Shooter"
"the heavy rain and beyond: two souls collection","0","2016","Action"
"the history channel: battle for the pacific","0.1","2007","Shooter"
"the history channel: civil war - a nation divided","0.13","2006","Shooter"
"the history channel: civil war - secret missions","0.09","2008","Shooter"
"the history channel: great battles - medieval","0.08","2010","Strategy"
"the hobbit","0.26","2003","Platform"
"the house of the dead","0","1997","Shooter"
"the house of the dead 2","0","1998","Shooter"
"the house of the dead 2 & 3 return","0.78","2008","Shooter"
"the house of the dead iii","0.29","2002","Shooter"
"the house of the dead: overkill","0.46","2009","Shooter"
"the house of the dead: overkill - extended cut","0.15","2011","Shooter"
"the humans: meet the ancestors!","0.01","2009","Puzzle"
"the hustle: detroit streets","0.07","2006","Sports"
"the ico & shadow of the colossus collection","0.67","2011","Adventure"
"the idolm@ster","0","2007","Simulation"
"the idolm@ster 2","0","2011","Misc"
"the idolm@ster sp: wandering star / perfect sun / missing moon","0","2009","Adventure"
"the idolm@ster: dearly stars","0","2009","Adventure"
"the idolm@ster: gravure for you! vol. 6","0","2012","Action"
"the idolm@ster: live for you!","0","2008","Misc"
"the idolm@ster: must songs - red board / blue board","0","2015","Misc"
"the idolm@ster: one for all","0","2014","Misc"
"the idolm@ster: shiny festa - honey sound / funky note / groovy tune","0","2012","Action"
"the idolmaster 2","0","2011","Simulation"
"the idolmaster: gravure for you! vol. 2","0","2011","Misc"
"the idolmaster: gravure for you! vol. 3","0","2011","Misc"
"the idolmaster: gravure for you! vol. 4","0","2012","Misc"
"the idolmaster: gravure for you! vol. 5","0","2012","Misc"
"the idolmaster: gravure for you! vol.7","0","2012","Action"
"the idolmaster: gravure for you! vol.8","0","2012","Action"
"the idolmaster: gravure for you! vol.9","0","2012","Action"
"the idolmaster: platinum stars","0","2016","Simulation"
"the incredible hulk","0.22","2008","Action"
"the incredible hulk: the pantheon saga","0.09","1996","Action"
"the incredible hulk: ultimate destruction","0.26","2005","Action"
"the incredibles","0.96","2004","Action"
"the incredibles: rise of the underminer","0.29","2005","Action"
"the inner world","0","2013","Adventure"
"the invincible iron man","0.03","2002","Action"
"the island of dr. frankenstein","0.03","2009","Adventure"
"the italian job","0.11","2003","Racing"
"the jak and daxter collection","0.6","2012","Platform"
"the king of fighters '94","0","1994","Fighting"
"the king of fighters '94 (cd)","0","1993","Fighting"
"the king of fighters '95","0","1995","Fighting"
"the king of fighters '95 (cd)","0","1994","Fighting"
"the king of fighters '96","0","1996","Fighting"
"the king of fighters '97","0","1998","Fighting"
"the king of fighters '98 ultimate match","0.04","2008","Fighting"
"the king of fighters '98: dream match never ends","0.05","1999","Fighting"
"the king of fighters '99","0","2000","Fighting"
"the king of fighters 02/03","0.03","2005","Fighting"
"the king of fighters 2000","0","2002","Fighting"
"the king of fighters 2000/2001","0.05","2003","Fighting"
"the king of fighters 2002: unlimited match","0","2009","Fighting"
"the king of fighters 2006","0.01","2006","Fighting"
"the king of fighters collection: the orochi saga","0.1","2008","Fighting"
"the king of fighters collection: the orochi saga (jp sales)","0","2006","Fighting"
"the king of fighters ex2: howling blood","0.06","2002","Fighting"
"the king of fighters kyo","0","1998","Fighting"
"the king of fighters neowave","0.02","2006","Fighting"
"the king of fighters portable '94~'98: chapter of orochi","0","2010","Fighting"
"the king of fighters xi","0.07","2006","Fighting"
"the king of fighters xii","0.11","2009","Fighting"
"the king of fighters xiii","0.23","2011","Fighting"
"the king of fighters xiv","0.04","2016","Fighting"
"the king of fighters: dream match 1999","0","1999","Fighting"
"the king of fighters: evolution","0","2000","Fighting"
"the king of route 66","0.03","2003","Racing"
"the kore gang","0.04","2010","Platform"
"the land before time: big water adventure","0.12","2002","Platform"
"the land before time: great valley racing adventure","0.05","2001","Racing"
"the land before time: into the mysterious beyond","0.01","2006","Platform"
"the last airbender","0.12","2010","Action"
"the last guy","0","2009","Action"
"the last of us","2.41","2013","Action"
"the last remnant","0.25","2008","Role-Playing"
"the last story","0.32","2011","Role-Playing"
"the legend of alon d'ar","0.04","2001","Role-Playing"
"the legend of dragoon","0.94","1999","Role-Playing"
"the legend of heroes ii: prophecy of the moonlight witch","0.03","2004","Role-Playing"
"the legend of heroes iii: song of the ocean","0.03","2006","Role-Playing"
"the legend of heroes vii: the trail of blue","0","2011","Role-Playing"
"the legend of heroes vii: the trail of zero","0","2010","Role-Playing"
"the legend of heroes: a tear of vermillion","0.08","2005","Role-Playing"
"the legend of heroes: trails in the sky first chapter","0","2006","Role-Playing"
"the legend of heroes: trails in the sky sc evolution","0","2015","Role-Playing"
"the legend of heroes: trails in the sky second chapter","0","2007","Role-Playing"
"the legend of heroes: trails in the sky third chapter","0","2008","Role-Playing"
"the legend of heroes: trails of cold steel","0.08","2013","Role-Playing"
"the legend of heroes: trails of cold steel ii","0.02","2014","Role-Playing"
"the legend of kage 2","0.07","2008","Action"
"the legend of korra (3ds)","0.02","2014","Strategy"
"the legend of legacy","0.11","2015","Role-Playing"
"the legend of spyro: a new beginning","0.34","2006","Platform"
"the legend of spyro: dawn of the dragon","0.35","2008","Platform"
"the legend of spyro: the eternal night","0.21","2007","Platform"
"the legend of the mystical ninja","0","1991","Adventure"
"the legend of zelda","3.74","1986","Action"
"the legend of zelda: a link between worlds","1.4","2013","Action"
"the legend of zelda: a link to the past","2.42","1991","Action"
"the legend of zelda: four swords adventures","0.63","2004","Action"
